id,question,answer,_prefix,_skip_guess
LD344,"Two point charges, q1 = 3.6 × 10^-6 C and q2 = -1.2 × 10^-6 C, are separated by 8.0 cm. Point M lies on the perpendicular bisector of the line segment connecting the two charges and is 4.0 cm from each charge. Calculate the resultant electric field strength at M. Give your answer rounded one decimal places.",2.7*10^7,LD,False
LD345,Two charges q1 = -2.4 × 10^-6 C and q2 = 1.2 × 10^-6 C are placed at two points separated by 9.2 cm. A point M is located 2.0 cm from q1 and 7.2 cm from q2. Calculate the total electric field intensity at M. Give your answer rounded three decimal places.,5.608*10^7,LD,False
LD346,"Two electric charges, q1 = 4.2 × 10^-6 C and q2 = 4.8 × 10^-6 C, are separated by 6.0 cm. Point M lies on the line connecting the two charges (let's denote their positions as A and B respectively) but outside the segment AB. M is located 8.0 cm from A. Calculate the net electric field strength at M. Give your answer rounded two decimal places.",8.11*10^6,LD,False
LD347,"Two electric charges, q1 = -2.4 × 10^-6 C and q2 = -1.2 × 10^-6 C, are placed 6.0 cm apart. A point M is located 2.0 cm from q1 and 4.0 cm from q2. Calculate the resultant electric field strength at M. Give your answer rounded three decimal places.",4.725*10^7,LD,False
LD349,"Two electric charges, q1 = 3.6 × 10^-6 C and q2 = -3.0 × 10^-6 C, are placed at two points equidistant from point M. Each point is 5.0 cm away from M, and the angle between the lines connecting these two points to M is 60°. Calculate the net electric field strength at M. Give your answer rounded one decimal places.",1.2*10^7,LD,False
LD351,"Two electric charges q1 = 3.6 × 10^-6 C and q2 = 1.2 × 10^-6 C are placed at points A and B, separated by 7.5 cm. Point M lies on the line connecting A and B, at a distance of 3.3 cm from A. Calculate the net electric field strength at M. Give your answer rounded two decimal places.",2.36*10^7,LD,False
LD352,"Two electric charges, q1 = 5.3 × 10^-6 C and q2 = 3.0 × 10^-6 C, are placed such that each is 5.0 cm from point M. The angle formed by the two charges at point M is 60°. Calculate the resultant electric field strength at M. Give your answer rounded two decimal places. Give your answer rounded two decimal places.",2.62 × 10^7,LD,False
LD353,"Two electric charges, q1 = 5.3 × 10^-6 C and q2 = 3.0 × 10^-6 C, are placed at two points. Both points are 3.3 cm away from a central point M. The lines connecting these points to M form an angle of 60°. Calculate the resultant electric field strength at M. Give your answer rounded two decimal places.",6.02 × 10^7,LD,False
LD354,"Two electric charges, q1 = 5.3 × 10^-6 C and q2 = 1.2 × 10^-6 C, are separated by 9.2 cm. Point M lies on the perpendicular bisector of the line connecting the charges, at a distance of 4.6 cm from its midpoint. Calculate the net electric field at point M. Give your answer rounded three decimal places.",1.155*10^7,LD,False
LD355,"Two electric charges q1 = 4.2 × 10⁻⁶ C and q2 = -1.2 × 10⁻⁶ C are separated by 7.5 cm. Point M lies on the line connecting A and B, but outside the segment AB, and is 10.8 cm to the right of A. Calculate the resultant electric field strength at M. Give your answer rounded two decimal places.",6.68 × 10^6,LD,False
LD356,Two charges q1 = 3.6 × 10^-6 C and q2 = 3.0 × 10^-6 C are placed 9.2 cm apart. A point M is 3.3 cm from q1 and 5.9 cm from q2. Calculate the net electric field strength at M. Give your answer rounded two decimal places.,2.2*10^7,LD,False
LD357,"Two electric charges q1 = 3.6 × 10^-6 C and q2 = -3.0 × 10^-6 C are placed at points A and B, respectively, separated by 9.2 cm. Point M lies on the line connecting A and B, and is 4.4 cm from A. Calculate the resultant electric field strength at M. Give your answer rounded two decimal places.",2.85*10^7,LD,False
LD358,"Two electric charges, q1 = -3.6 × 10^-6 C and q2 = 1.2 × 10^-6 C, are separated by 8.0 cm. Point M lies on the line connecting A and B, but outside the segment AB, and is 12.4 cm to the right of A. Calculate the net electric field strength at M. Give your answer rounded two decimal places.",3.47 × 10^6,LD,False
LD359,"Two charges, q1 = -2.4 × 10^-6 C and q2 = -3.0 × 10^-6 C, are separated by 6.0 cm. M is the midpoint of the line segment connecting q1 and q2. Calculate the resultant electric field strength at point M. Give your answer rounded to the nearest interger.",6*10^6,LD,False
LD360,"Two electric charges, q1 = -5.3 × 10^-6 C and q2 = -1.2 × 10^-6 C, are placed 7.5 cm apart. A point M is 4.4 cm from q1 and 3.1 cm from q2. Calculate the resultant electric field strength at M. Give your answer rounded two decimal places.",1.34 × 10⁷,LD,False
LD361,"Two charges, q1 = 4.98 × 10^-6 C and q2 = 4.74 × 10^-6 C, are located such that each is 4.56 cm away from point M. The electric fields they produce at M are at a 90° angle to each other. Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.",2.98*10^7,LD,False
LD362,"Two electric charges, q1 = 1.68 × 10^-6 C and q2 = 4.59 × 10^-6 C, are each located 2.80 cm from point M. The electric fields they produce at M are perpendicular to each other (or form a 90° angle). Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.",56.11 × 10^6,LD,False
LD363,"Two electric charges, q1 = 4.25 × 10^-6 C and q2 = 4.43 × 10^-6 C, are both 5.51 cm away from point M. The electric fields they produce at M form an angle of 60° with each other. Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.",22.29 × 10^6,LD,False
LD364,"Two charges, q1 = 1.34 × 10^-6 C and q2 = 1.02 × 10^-6 C, are each located 4.55 cm from point M. The electric fields produced by these charges at point M are perpendicular to each other (form a 90° angle). Calculate the magnitude of the net electric field at M. Give your answer rounded two decimal places.",7.32 × 10^6,LD,False
LD365,"Two electric charges, q1 = 2.49 × 10⁻⁶ C and q2 = 1.63 × 10⁻⁶ C, are each 2.16 cm from point M. The electric fields they produce at M are at a 90° angle to each other. Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.",57.41 × 10^6,LD,False
LD366,"Two charges, q1 = 3.90 × 10^-6 C and q2 = 2.21 × 10^-6 C, are both located 5.47 cm away from point M. The electric fields they produce at M are perpendicular to each other. Calculate the magnitude of the resultant electric field at M. GIve your answer rounded two decimal places.",13.48 × 10^6,LD,False
LD367,"Two electric charges, q1 = 4.10 × 10^-6 C and q2 = 3.68 × 10^-6 C, are located 3.47 cm from point M. The electric fields they produce at M form an angle of 60° with each other. Calculate the magnitude of the total electric field at M. Give your answer rounded two decimal places.",50.39 × 10^6,LD,False
LD368,"Two electric charges, q1 = 4.59 × 10^-6 C and q2 = 2.85 × 10^-6 C, are each located 5.60 cm from point M. The electric fields they produce at M are perpendicular to each other (form a 90° angle). Calculate the magnitude of the total electric field at M. Give your answer rounded two decimal places.",15.51 × 10^6,LD,False
LD369,"Two point charges, q1 = 3.91 × 10^-6 C and q2 = 3.90 × 10^-6 C, are each located 4.52 cm from point M. The electric fields they produce at M form an angle of 60° with each other. Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.",29.80 × 10^6,LD,False
LD370,"Two charges, q1 = 3.96 × 10⁻⁶ C and q2 = 4.13 × 10⁻⁶ C, are each located 5.58 cm from point M. The electric fields they produce at M are perpendicular to each other. Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.",16.54 × 10^6,LD,False
LD371,"Two electric charges, q1 = 2.82 × 10^-6 C and q2 = 1.27 × 10^-6 C, are each located 4.99 cm from point M. The electric fields they produce at M form a 90° angle with each other. Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.",11.18 × 10^6,LD,False
LD372,Two electric charges q1 = 3.79 × 10^-6 C and q2 = 4.96 × 10^-6 C are each located 2.32 cm from point M. The electric fields they produce at M form a 60° angle with each other. Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.,127.09 × 10^6,LD,False
LD373,"Two electric charges, q1 = 2.66 × 10^-6 C and q2 = 1.01 × 10^-6 C, are each located 3.62 cm from point M. The electric fields they produce at M are perpendicular to each other (form a 90° angle). Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.",19.54 × 10^6,LD,False
LD374,"Two electric charges, q1 = 4.10 × 10^-6 C and q2 = 1.19 × 10^-6 C, are each located 4.14 cm away from point M. The electric fields produced by these charges at point M make an angle of 60° with each other. Calculate the magnitude of the resultant electric field at M. Give your answer rounded to two decimal places.",25.24 × 10^6,LD,False
LD375,"Two charges, q1 = 3.13 × 10^-6 C and q2 = 4.76 × 10^-6 C, are each located 2.74 cm from point M. The electric fields they produce at point M form an angle of 60° with each other. Calculate the magnitude of the resultant electric field at M. Give your answer rounded to two decimal places.",82.49 × 10^6,LD,False
LD376,"Two electric charges, q1 = 2.16 × 10^-6 C and q2 = 2.03 × 10^-6 C, are placed at the ends of a 9.29 cm long line segment. Calculate the electric field strength at the midpoint of that segment. Give your answer rounded to two decimal places.",0.54 × 10^6,LD,False
LD377,"Three charges, q1 = q2 = 3.32 × 10^-6 C and q3 = 3.64 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 7.83 cm. Calculate the resultant electric field at the position of q3. give your answer rounded to two decimal places.",8.44 × 10^6,LD,False
LD378,"Two electric charges, q1 = 3.06 × 10^-6 C and q2 = 4.37 × 10^-6 C, are placed at the two ends of a straight line segment 7.28 cm long. Calculate the electric field strength at the midpoint of that segment (on the line connecting them). Give your answer rounded to two decimal places.",8.90 × 10^6,LD,False
LD379,"Two point charges q1 = 2.60 × 10^-6 C and q2 = 3.39 × 10^-6 C are placed 5.86 cm apart. Calculate the magnitude of the electric field at a point on the perpendicular bisector, 2.93 cm from each charge. Give your answer rounded to two decimal places.",8.28*10^6,LD,False
LD380,Three electric charges q1 = q2 = 4.59 × 10⁻⁶ C and q3 = 2.55 × 10⁻⁶ C are placed at the three vertices of an equilateral triangle with side length 5.1 cm. Calculate the net electric field strength at the position of q3. Give your answer rounded to two decimal places.,27.51 × 10^6,LD,False
LD381,"Two electric charges, q1 = 1.48 × 10^-6 C and q2 = 2.27 × 10^-6 C, are placed at the two ends of a straight line segment 6.44 cm long. Calculate the electric field strength at the midpoint of that segment (on the connecting line). Give your answer rounded to two decimal places.",6.86 × 10^6,LD,False
LD382,"Two point charges, q1 = 2.24 × 10^-6 C and q2 = 1.24 × 10^-6 C, are placed at the two ends of a straight line segment 8.25 cm long. Calculate the electric field strength at the midpoint of the line segment. Give your answer rounded to two decimal places.",5.29 × 10^6,LD,False
LD383,"Two electric charges, q1 = 2.38 × 10^-6 C and q2 = 3.22 × 10^-6 C, are placed at the two ends of a straight line segment 7.65 cm long. Calculate the electric field strength at the midpoint of that segment (on the line connecting them). Give your answer rounded to three decimal places.",5.162 × 10⁶,LD,False
LD384,"Two charges, q1 = 1.50 × 10^-6 C and q2 = 2.19 × 10^-6 C, are placed 6.99 cm apart. Calculate the electric field strength at a point on the perpendicular bisector that is 3.5 cm away from each charge. Give your answer rounded to two decimal places.",5.27*10^6,LD,False
LD385,Three charges q1 = q2 = 2.15 × 10^-6 C and q3 = 4.76 × 10^-6 C are placed at the three vertices of an equilateral triangle with a side length of 9.78 cm. Calculate the net electric field strength at the position of q3. Give your answer rounded to two decimal places.,3.50 × 10^6,LD,False
LD386,"Two electric charges, q1 = 3.05 × 10^-6 C and q2 = 2.20 × 10^-6 C, are placed at the two ends of a straight line segment 5.23 cm long. Calculate the electric field strength at the midpoint of that line segment (on the connecting line). Give your answer rounded to two decimal places.",11.19 × 10^6,LD,False
LD387,"Two electric charges, q1 = 2.96 × 10^-6 C and q2 = 3.84 × 10^-6 C, are placed at two points 5.9 cm apart. Calculate the electric field strength at a point on the perpendicular bisector, equidistant from both charges at 2.95 cm. Give your answer rounded to one decimal places.",9.1*10^6,LD,False
LD388,"Two charges, q1 = 3.75 × 10^-6 C and q2 = 3.14 × 10^-6 C, are placed 6.62 cm apart. Calculate the electric field strength at a point on the perpendicular bisector, where the point is 3.31 cm from each of the two charges. Give your answer rounded to two decimal places.",5.02*10^6,LD,False
LD389,"Two charges, q1 = 3.29 × 10^-6 C and q2 = 3.13 × 10^-6 C, are placed at two points separated by 5.47 cm. Calculate the electric field strength at a point on the perpendicular bisector, which is 2.73 cm away from each of the two charges. Give your answer rounded to two decimal places.",1.94*10^6,LD,False
LD390,"Three electric charges, q1 = q2 = 1.53 × 10^-6 C and q3 = 3.53 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 6.07 cm. Calculate the resultant electric field strength acting on q3. Give your answer rounded to two decimal places.",6.48 × 10⁶,LD,False
LD391,"Two charges q1 = 1.41 × 10^-6 C and q2 = 3.48 × 10^-6 C are placed at two points separated by 5.08 cm. Calculate the electric field strength at a point on the perpendicular bisector, equidistant from both charges by 2.54 cm. Give your answer rounded to two decimal places.",2.89*10^6,LD,False
LD392,"Three charges, q1 = q2 = 4.71 × 10^-6 C and q3 = 3.38 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 9.3 cm. Calculate the net electric field strength acting on q3. Give your answer rounded to two decimal places.",8.48 × 10⁶,LD,False
LD393,"Two charges, q1 = 4.09 × 10^-6 C and q2 = 4.00 × 10^-6 C, are placed at the ends of a 7.58 cm long line segment. Calculate the electric field strength at the midpoint of the segment. Give your answer rounded to two decimal places.",0.56 × 10^6,LD,False
LD394,"Three electric charges, q1 = q2 = 3.98 × 10^-6 C and q3 = 1.15 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 6.65 cm. Calculate the net electric field acting on q3. Give your answer rounded to two decimal places.",14.03 × 10⁶,LD,False
LD395,Three charges q1 = q2 = 2.68 × 10^-6 C and q3 = 1.20 × 10^-6 C are placed at the three vertices of an equilateral triangle with side length 6.46 cm. Calculate the net electric field at the position of q3. Give your answer rounded to two decimal places.,7.42*10^6,LD,False
LD396,"Three point charges, q1 = q2 = 3.85 × 10^-6 C and q3 = 3.54 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 9.61 cm. Calculate the net electric field strength at the position of q3. Give your answer rounded to two decimal places.",6.49 × 10⁶,LD,False
LD397,"Two charges q1 = 3.15 × 10^-6 C and q2 = 3.75 × 10^-6 C are placed 8.28 cm apart. Calculate the electric field strength at a point on the perpendicular bisector, which is 4.14 cm from each charge.",3.15*10^6,LD,False
LD398,"Two electric charges, q1 = 4.64 × 10^-6 C and q2 = 2.36 × 10^-6 C, are placed at the ends of a straight line segment of length 8.48 cm. Calculate the electric field strength at the midpoint of that line segment (on the connecting line). Give your answer rounded to two decimal places.",11.41 × 10^6,LD,False
LD399,"Two electric charges, q1 = 1.92 × 10^-6 C and q2 = 3.33 × 10^-6 C, are placed at the two ends of a straight line segment 5.3 cm long. Calculate the electric field strength at the midpoint of that segment (on the connecting line). Give your answer rounded to two decimal places.",18.07 × 10^6,LD,False
LD400,"Two point charges q1 = 4.78 × 10^-6 C and q2 = 1.15 × 10^-6 C are placed at two points separated by 8.06 cm. Calculate the electric field strength at a point on the perpendicular bisector, such that the point is 4.03 cm away from each charge. Give your answer rounded to two decimal places.",2.01*10^7,LD,False
TD101,"A parallel-plate capacitor has circular plates with a radius of 10 cm. The plate separation is 1 cm, and the potential difference across the plates is 108 V. Air is between the plates. Find the charge of the capacitor.",3,TD,False
TD162,An air parallel-plate capacitor has a plate area of 29.8 cm² and a plate separation of 0.88 mm. Calculate the capacitance of the capacitor. Give your answer rounded to two decimal places.,29.97,TD,False
TD163,A parallel-plate capacitor has a capacitance of 29.97 pF and is charged to a voltage of 135.5 V. Calculate the charge stored by the capacitor. Give your answer rounded to two decimal places.,4.06,TD,False
TD164,An air-filled parallel-plate capacitor has a capacitance of 29.97 pF and is charged to a voltage of 135.5 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to two decimal places.,275.26,TD,False
TD165,An air parallel-plate capacitor has a plate area of 38.2 cm² and a plate separation of 1.22 mm. Calculate the capacitance of the capacitor. Give your answer rounded to two decimal places.,27.720,TD,False
TD166,A parallel-plate capacitor has a capacitance of 27.62 pF and is charged to a voltage of 108.8 V. Calculate the charge on the capacitor. Give your answer rounded to three decimal places.,3.005,TD,False
TD167,A parallel-plate air capacitor has a capacitance of 27.62 pF and is charged to a potential difference of 108.8 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to onedecimal places.,163.4,TD,False
TD168,An air parallel-plate capacitor has a plate area of 20.3 cm² and a plate separation of 0.61 mm. Calculate its capacitance. Give your answer rounded to two decimal places.,29.42,TD,False
TD169,A parallel-plate capacitor with a capacitance of 29.42 pF is charged to a voltage of 96.3 V. Calculate the charge stored by the capacitor. Give your answer rounded to two decimal places.,2.83,TD,False
TD170,An air-filled capacitor has a capacitance of 29.42 pF and is charged to a potential difference of 96.3 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to one decimal places.,136.4,TD,False
TD171,An air parallel-plate capacitor has a plate area of 47.8 cm² and a plate separation of 1.87 mm. Calculate its capacitance. Give your answer rounded to two decimal places.,22.63,TD,False
TD172,A parallel-plate capacitor with a capacitance of 22.38 pF is charged to a potential difference of 112.2 V. Calculate the charge stored by the capacitor. Give your answer rounded to two decimal places.,2.51,TD,False
TD173,A parallel-plate air capacitor has a capacitance of 22.38 pF and is charged to a voltage of 112.2 V. Calculate the energy stored in the capacitor. Give your answer rounded to the nearest integer.,141,TD,False
TD174,A parallel-plate air capacitor has a plate area of 25.1 cm² and a plate separation of 0.93 mm. Calculate its capacitance.Give your answer rounded to one decimal places.,23.900,TD,False
TD175,A parallel-plate capacitor with a capacitance of 23.22 pF is charged to a voltage of 77.7 V. Calculate the charge stored by the capacitor Give your answer rounded to three decimal places.,1.804,TD,False
TD176,An air-filled parallel-plate capacitor has a capacitance of 23.22 pF and is charged to a voltage of 77.7 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to two decimal places.,70.09,TD,False
TD177,An air-filled parallel plate capacitor has a plate area of 42.3 cm² and a plate separation of 1.02 mm. Calculate the capacitance of the capacitor. Give your answer rounded to two decimal places.,36.72,TD,False
TD178,A parallel plate capacitor has a capacitance of 36.53 pF and is charged to a voltage of 124.5 V. Calculate the charge on the capacitor. Give your answer rounded to two decimal places.,4.55,TD,False
TD179,A parallel-plate air capacitor has a capacitance of 36.53 pF and is charged at a potential difference of 124.5 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to one decimal places.,283.1,TD,False
TD180,An air-filled parallel-plate capacitor has a plate area of 18.4 cm² and the distance between the two plates is 0.73 mm. Calculate the capacitance of the capacitor. Give your answer rounded to two decimal places.,22.320,TD,False
TD181,A parallel-plate capacitor with a capacitance of 22.30 pF is charged to a potential difference of 65.2 V. Calculate the charge stored on the capacitor. Give your answer rounded to two decimal places.,1.45,TD,False
TD182,An air capacitor has a capacitance of 22.30 pF and is charged to a potential difference of 65.2 V. Calculate the electrical energy stored in the capacitor. Give your answer rounded to two decimal places.,47.47,TD,False
TD183,A parallel-plate air capacitor has a plate area of 35.6 cm² and the distance between the plates is 0.91 mm. Calculate its capacitance. Give your answer rounded to two decimal places.,34.64,TD,False
TD184,A parallel-plate capacitor with a capacitance of 34.75 pF is charged to a voltage of 139.7 V. Calculate the charge stored by the capacitor. Give your answer rounded to two decimal places.,4.86,TD,False
TD185,An air capacitor has a capacitance of 34.75 pF and is charged to a voltage of 139.7 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to one decimal places.,339.1,TD,False
TD186,A parallel-plate air capacitor has a plate area of 49.2 cm² and a plate separation of 1.61 mm. Calculate its capacitance. Give your answer rounded to two decimal places.,27.060,TD,False
TD187,What is the charge stored on a parallel-plate capacitor with a capacitance of 26.97 pF when it is charged to a potential difference of 110.1 V? Give your answer rounded to two decimal places.,2.97,TD,False
TD188,A parallel-plate air capacitor has a capacitance of 26.97 pF and is charged to a voltage of 110.1 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to one decimal places.,163.3,TD,False
TD189,An air parallel-plate capacitor has a plate area of 31.2 cm² and a plate separation of 0.62 mm. Calculate the capacitance of the capacitor. Give your answer rounded to two decimal places.,44.56,TD,False
TD190,A flat capacitor with a capacitance of 44.36 pF is charged to a voltage of 95.9 V. Calculate the charge stored by the capacitor. Give your answer rounded to two decimal places.,4.25,TD,False
TD191,A parallel-plate air capacitor has a capacitance of 44.36 pF and is charged to a potential difference of 95.9 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to the nearest integer.,204,TD,False
TD357,A capacitor with a capacitance of 5 μF is connected to a 10 V voltage source. Calculate the charge on the capacitor.,50,TD,False
TD358,A capacitor has a charge of 60 μC and a voltage of 12 V. Calculate its capacitance.,5,TD,False
TD359,A capacitor with a capacitance of 4 μF is charged to a voltage of 6 V. Calculate the electric field energy of the capacitor.,72,TD,False
TD360,A capacitor has a capacitance of 2 μF and is charged to a voltage of 10 V. Calculate the electric field energy.,100,TD,False
TD361,A capacitor has a charge of 40 μC and a voltage of 8 V. Calculate the energy stored in the capacitor.,160,TD,False
TD362,Calculate the capacitance of a capacitor that has 200 μJ of stored energy when the voltage across it is 10 V.,4,TD,False
TD363,A capacitor has a capacitance of 1 μF. What voltage must be applied to the capacitor for it to have a charge of 10 μC?,10,TD,False
TD364,A capacitor has a charge of 20 μC and a voltage of 5 V. Calculate the capacitance.,0.100,TD,False
TD365,A capacitor with a capacitance of 3 μF is charged to a voltage of 15 V. Calculate the charge on the capacitor.,45,TD,False
TD366,A capacitor has a charge of 30 μC and a capacitance of 6 μF. Calculate the voltage between its plates.,5,TD,False
TD367,"A capacitor has a capacitance of 2 μF, and a voltage U is applied across it. If U is doubled, how many times will the electric field energy increase?",4,TD,False
TD368,A capacitor with a capacitance of 5 μF is charged to a voltage of 20 V and then disconnected from the power source. Calculate the charge on the capacitor after it is disconnected.,100,TD,False
TD369,A capacitor with a capacitance of 5 μF is charged to a voltage of 20 V and then disconnected from the power source. Calculate the charge on the capacitor after it is disconnected.,Do not change,TD,False
TD370,A capacitor has an energy of 180 μJ when U = 6 V. Calculate the capacitance of the capacitor.,10,TD,False
TD371,"A capacitor has a constant capacitance. If the voltage increases by 3 times, by what factor will the stored energy increase?",9,TD,False
TD372,A capacitor has an energy of 200 μJ and a capacitance of 2 μF. Calculate the voltage across the capacitor.,14.14,TD,False
TD373,"A capacitor has a voltage of 10 V and a capacitance of 8 μF. If it's replaced by another capacitor with a capacitance of 4 μF, while maintaining the same voltage, what is the reduction in energy?",50%,TD,False
TD374,"A capacitor C = 3 μF, is charged at 12 V, then its two plates are short-circuited. Calculate the charge and energy after short-circuiting.",0; 0,TD,False
TD375,A capacitor has a capacitance of 4 μF. What voltage must be applied to it for it to store 1 mJ of energy?,22.36,TD,False
TD376,A capacitor with C = 2 μF is connected to a voltage of 6 V. Calculate the energy and the charge.,36;12,TD,False
TD377,"A capacitor has a charge Q = 50 μC and a capacitance C = 5 μF. If it's replaced with another capacitor having a capacitance of 10 μF, but the charge Q is kept constant, how does the voltage change?",the voltage is halfed,TD,False
TD378,"A capacitor has C = 4 μF. If the desired stored energy is 0.5 mJ, what is the required voltage?",15.81,TD,False
TD379,A capacitor has an energy of 0.1 mJ and a voltage of 5 V. Calculate its capacitance.,8,TD,False
TD380,"A capacitor has a charge of 90 μC and a voltage of 30 V. If the charge decreases to 45 μC, how many times does the energy change?",decreases by 4 times,TD,False
TD381,"Capacitor C = 5 μF, charged at 10 V. If the capacitor is cut from the source and connected with another uncharged 5 μF capacitor, calculate the energy after connection.",125,TD,False
TD382,"A parallel plate capacitor has a plate area S = 200 cm², a distance between plates d = 2 mm, and is placed in air. Calculate its capacitance.",88.500,TD,False
TD383,"An air parallel-plate capacitor has a capacitance of 10 pF. If the distance between its two plates is halved, what is the new capacitance?",20,TD,False
TD384,"A parallel-plate capacitor has a plate area S = 100 cm² and a plate separation d = 1 mm, placed in a medium with a dielectric constant ε = 5. Calculate the capacitance.",442.7,TD,False
TD385,"A parallel-plate capacitor with a capacitance of 100 pF is charged to 200 V. The power source is then disconnected, and the distance between its plates is doubled. Calculate the electrical energy stored in the capacitor after this change.",4.000,TD,False
TD386,"A parallel-plate capacitor is placed in a dielectric (ε = 4), with plate area S = 300 cm² and separation d = 1 mm. If the dielectric is replaced with one where ε = 2, how does the capacitance change?",decreases by half,TD,False
TD387,"A capacitor C = 5 μF is charged to 20 V. It is then connected in series with an uncharged capacitor C'. The entire circuit has a total voltage of 20 V. If the final charge on C is 30 μC, find C'.",2.140,TD,False
TD388,"A 2 μF capacitor is charged to 12 V, then disconnected, and its charge is equally shared among two identical capacitors. Calculate the total remaining energy after sharing.",72,TD,False
TD389,A parallel plate capacitor has a charge of 80 μC and a voltage of 400 V. Calculate the attractive force between the two plates if the area S = 50 cm².,7.23*10^4,TD,False
TD390,Two capacitors C₁ = 2 μF and C₂ = 3 μF are connected in series. The circuit is charged to a voltage U = 100 V. Calculate the electric field inside C₁ if its plate separation d₁ = 0.5 mm.,1.2×10⁵,TD,False
TD391,A parallel plate capacitor has a plate separation `d = 1 mm` and is charged to `U = 200 V`. The plate area is `S = 100 cm^2`. The plate separation is then doubled while still connected to the source. Calculate the additional work supplied by the source.,-1.77,TD,False
TD392,"A parallel-plate capacitor has a dielectric constant ε = 2, an area of 400 cm², and a plate separation of d = 0.5 mm. A voltage of U = 100 V is applied across it. Calculate the electric field energy density.",0.354,TD,False
TD393,A capacitor C = 10 μF is charged to U = 100 V. The capacitor plates are then split in half without any charge leakage. Calculate the new capacitance.,5.000,TD,False
TD394,"A parallel plate capacitor has a capacitance C = 5 pF and a plate separation d = 1 mm. If the plate separation d is changed to 0.2 mm and the dielectric medium is replaced by one with a dielectric constant of ε_r = 3, what is the new capacitance?",75,TD,False
TD395,A parallel plate capacitor has a charge of 60 μC and a potential difference of 300 V. Calculate the electrostatic attractive force between the two plates if the area is 100 cm².,20.33,TD,False
TD396,"A capacitor has an energy of 2 mJ and a capacitance of 1 μF. If it is connected in series with another 1 μF uncharged capacitor, calculate the new total energy of the system.",1,TD,False
TD397,"A parallel plate capacitor has an area S = 400 cm², a plate separation d = 2 mm, and a dielectric constant ε = 1.5. If a voltage U = 100 V is applied, calculate the charge on each plate.",26.55,TD,False
TD398,"A parallel-plate capacitor has a dielectric constant (or relative permittivity) **ε = 3**, plate separation **d = 0.5 mm**, and plate area **S = 250 cm²**. If a voltage **U = 50 V** is applied across it, calculate the energy stored in the electric field.",1.66,TD,False
TD399,"A parallel-plate capacitor is fully charged and then disconnected from its power source. Subsequently, it is placed in an environment where the permittivity (ε) increases by a factor of 3. Calculate the new energy stored in the capacitor if the initial energy was 1 μJ.",0.33,TD,False
TD400,"A capacitor with capacitance C = 12 μF is charged to U = 100 V. If its charge is then distributed equally among 3 identical capacitors, what is the total energy of the system?",0.020,TD,False
THCB001,"An ammeter has a measuring range of 2 A and a least count of 0.1 A. When measuring the current through a light bulb, the reading is 1.2 A. What is the absolute error?",0.1,THCB,False
THCB002,A voltmeter with a least count of 0.2 V reads 5.6 V. What is the relative error of the measurement?,3.57,THCB,False
THCB003,"Resistance R is calculated using the formula R = U/I, where U = 6.0 ± 0.1 V and I = 0.3 ± 0.01 A. What is the absolute error of R?",1.0,THCB,False
THCB004,"When measuring the current through a resistor, a value of 0.25 A was obtained with an uncertainty of ±0.01 A. What is the maximum possible current?",0.26,THCB,False
THCB005,"In an experiment, the measured voltage was 9.5 ± 0.2 V, and the measured current was 0.95 ± 0.02 A. What is the relative error in the power?",4.21,THCB,False
THCB006,"If the actual resistance is 10.2 Ω but the measured value is 9.8 Ω, what is the absolute error?",0.4,THCB,False
THCB007,"A student measures the current 3 times and obtains the values: 1.8 A, 2.0 A, 2.2 A. What is the random error?",0.2,THCB,False
THCB008,"When measuring voltage with a voltmeter, the result is 6.3 ± 0.1 V. If this is used to calculate power with a current of 0.6 ± 0.02 A, what is the absolute error of the power?",0.19,THCB,False
THCB009,"In a series circuit, resistance R1 = 10 ± 0.5 Ω, R2 = 20 ± 1 Ω. What is the absolute error of the total resistance?",1.5,THCB,False
THCB010,"If the actual resistance is 10.2 Ω but the measured value is 9.8 Ω, what is the relative error?",3.92,THCB,False
