id,question,answer,unit,smart_bucket,reason
LD317,"Three identical charges, q = 4.8 × 10^-6 C, are placed at the three vertices of an isosceles right triangle with legs of length 9.7 cm. Calculate the resultant electric field strength at the right-angle vertex.Give your answer rounded two decimal places.",6.49 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD318,"Three electric charges, q1 = q2 = q3 = 3.5 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 9.7 cm. Calculate the resultant electric field strength at the position of q3. Give your answer rounded one decimal places.",5.8 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD319,Three charges q1 = q2 = q3 = 2.6 × 10^-6 C are placed at the three vertices of an equilateral triangle with a side length of 10.3 cm. Calculate the net electric field strength at the position of q3. Give your answer rounded two decimal places.,3.82 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD320,Three identical charges q = 5.7 × 10^-6 C are placed at the three vertices of an isosceles right triangle with side length 9.7 cm. Calculate the net electric field strength at the right-angle vertex. Give your answer rounded two decimal places.,7.71 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD321,"Two electric charges, q1 = +1.2 × 10^-6 C and q2 = -1.2 × 10^-6 C, are placed at points A and B, separated by 8.1 cm. Consider point M as the midpoint of AB. Calculate the net electric field strength at M. Give your answer rounded two decimal places.",1.32 × 10^7,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD322,"Three charges, q1 = q2 = q3 = 1.2 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 5.2 cm. Calculate the net electric field strength at the position of q3. Give your answer rounded two decimal places.",6.92 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD323,"Two electric charges, q1 = +4.8 × 10^-6 C and q2 = -4.8 × 10^-6 C, are placed at points A and B, separated by 5.2 cm. Point M is the midpoint of AB. Calculate the resultant electric field strength at M.Give your answer rounded two decimal places.",1.28 × 10^8,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD324,Three identical charges q = 1.2 × 10^-6 C are placed at the three vertices of an isosceles right triangle with equal sides of 9.7 cm. Calculate the net electric field strength at the vertex of the right angle. Give your answer rounded two decimal places.,1.62 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD325,"Two charges, q1 = +2.6 × 10^-6 C and q2 = -2.6 × 10^-6 C, are placed at points A and B, separated by 8.1 cm. Point M lies on the perpendicular bisector of AB and is 4.9 cm from the line segment AB. Calculate the resultant electric field strength at M. Give your answer rounded three decimal places.",7.378*10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD326,"Two electric charges, q1 = +4.8 × 10^-6 C and q2 = -4.8 × 10^-6 C, are placed at two points A and B, separated by 5.2 cm. Consider point M as the midpoint of AB. Calculate the net electric field strength at M. Give your answer rounded two decimal places.",1.28 × 10^8,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD327,"Two electric charges, q1 = +5.7 × 10^-6 C and q2 = -5.7 × 10^-6 C, are placed at two points A and B, separated by 9.7 cm. Point M is the midpoint of AB. Calculate the resultant electric field strength at M. Give your answer rounded two decimal places.",4.36 × 10^7,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD328,"Two charges, q1 = +1.2 × 10^-6 C and q2 = -1.2 × 10^-6 C, are placed at points A and B, separated by 5.2 cm. Point M is on the perpendicular bisector of AB, at a distance of 4.9 cm from AB. Calculate the net electric field at M. Give your answer rounded two decimal places.",3.29*10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD329,"Three electric charges, q1 = q2 = q3 = 1.2 × 10⁻⁶ C, are placed at the three vertices of an equilateral triangle with a side length of 10.3 cm. Calculate the resultant electric field strength at the position of q3. Give your answer rounded two decimal places.",1.76 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD330,Three identical charges q = 2.6 × 10^-6 C are placed at the three vertices of an isosceles right triangle with side length 10.3 cm. Calculate the net electric field strength at the right-angle vertex. Give your answer rounded two decimal places.,3.12 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD331,"Two electric charges, q1 = +3.5 × 10^-6 C and q2 = -3.5 × 10^-6 C, are placed at points A and B, separated by 8.1 cm. Point M lies on the perpendicular bisector of AB, at a distance of 4.9 cm from AB. Calculate the net electric field at M. Give your answer rounded three decimal places.",9.932*10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD332,"Two electric charges, q1 = +1.2 × 10^-6 C and q2 = -1.2 × 10^-6 C, are placed at points A and B, separated by 10.3 cm. Point M lies on the perpendicular bisector of AB, at a distance of 4.0 cm from the midpoint of AB. Calculate the net electric field strength at M. Give your answer rounded three decimal places.",4.012*10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD333,"Two charges q1 = +1.2 × 10^-6 C and q2 = -1.2 × 10^-6 C are placed at points A and B, separated by 9.7 cm. Let M be the midpoint of AB. Calculate the resultant electric field strength at M. Give your answer rounded two decimal places.",9.18 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD334,"Two electric charges, q1 = +3.5 × 10^-6 C and q2 = -3.5 × 10^-6 C, are placed at two points A and B, separated by 8.1 cm. Point M lies on the perpendicular bisector of AB, 4.9 cm away from AB. Calculate the resultant electric field strength at M. Give your answer rounded three decimal places.",9.932*10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD335,"Three identical charges, q = 1.2 × 10^-6 C, are placed at the three vertices of an isosceles right triangle with legs of 5.2 cm. Calculate the net electric field strength at the right-angle vertex. Give your answer rounded two decimal places.",5.65 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD336,Two charges q1 = -3.6 × 10^-6 C and q2 = -2.1 × 10^-6 C are 6.0 cm apart. Point M is equidistant from A and B along a line perpendicular to AB and is 5.0 cm from the midpoint of AB. Calculate the total electric field strength at M. Give your answer rounded two decimal places.,1.31*10^7,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD337,"Two point charges, q1 = -5.3 × 10^-6 C and q2 = -1.2 × 10^-6 C, are separated by a distance of 7.5 cm. Point M lies on the perpendicular bisector of the line segment connecting q1 and q2 (let's call this segment AB), and is located 3.8 cm away from AB. Calculate the resultant electric field strength at point M. Give your answer rounded two decimal places.",1.72*10^7,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD338,"Two electric charges q1 = 4.2 × 10^-6 C and q2 = 2.1 × 10^-6 C are separated by a distance of 9.2 cm. Point M is located on the perpendicular bisector of the line segment connecting q1 and q2, and is 4.6 cm away from this line segment. Calculate the resultant electric field at point M. Give your answer rounded two decimal places.",1.00 × 10⁷,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD339,"Two charges, q1 = 5.3 × 10^-6 C and q2 = -3.0 × 10^-6 C, are separated by 9.2 cm. Point M is on the perpendicular bisector of the line segment connecting the charges, 4.6 cm from its midpoint. Calculate the net electric field strength at M. Give your answer rounded two decimal places.",1.3*10^7,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD340,"Two point charges, q1 = 3.6 × 10^-6 C and q2 = -2.1 × 10^-6 C, are separated by 9.2 cm. Point M is located on the perpendicular bisector of the line segment connecting the charges, at a distance of 4.6 cm from the midpoint of this segment. Calculate the resultant electric field strength at M. Give your answer rounded two decimal places.",8.87*10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD341,"Two point charges, q1 = 4.2 × 10^-6 C and q2 = 1.2 × 10^-6 C, are placed at points A and B, respectively, separated by 6.0 cm. Point M lies on the line connecting A and B, 3.3 cm from A. Calculate the net electric field strength at M. Give your answer rounded two decimal places.",1.98*10^7,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD342,"Two point charges, q1 = 3.6 × 10^-6 C and q2 = 3.0 × 10^-6 C, are separated by a distance of 9.2 cm. Point M lies on the line connecting A and B, but outside the segment AB, and is 14.2 cm from A(M is to the right side of A and B). Calculate the net electric field strength at M. Give your answer rounded two decimal places.",2.1*10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD343,"Two charges, q1 = -2.4 × 10^-6 C and q2 = -2.1 × 10^-6 C, are separated by 7.5 cm. Point M lies on the line connecting the two charges but outside the segment between them, and is located 11.9 cm to the left of charge q1. Calculate the net electric field at M. Give your answer rounded three decimal places.",2.027*10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD344,"Two point charges, q1 = 3.6 × 10^-6 C and q2 = -1.2 × 10^-6 C, are separated by 8.0 cm. Point M lies on the perpendicular bisector of the line segment connecting the two charges and is 4.0 cm from each charge. Calculate the resultant electric field strength at M. Give your answer rounded one decimal places.",2.7*10^7,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD345,Two charges q1 = -2.4 × 10^-6 C and q2 = 1.2 × 10^-6 C are placed at two points separated by 9.2 cm. A point M is located 2.0 cm from q1 and 7.2 cm from q2. Calculate the total electric field intensity at M. Give your answer rounded three decimal places.,5.608*10^7,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD346,"Two electric charges, q1 = 4.2 × 10^-6 C and q2 = 4.8 × 10^-6 C, are separated by 6.0 cm. Point M lies on the line connecting the two charges (let's denote their positions as A and B respectively) but outside the segment AB. M is located 8.0 cm from A. Calculate the net electric field strength at M. Give your answer rounded two decimal places.",8.11*10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD347,"Two electric charges, q1 = -2.4 × 10^-6 C and q2 = -1.2 × 10^-6 C, are placed 6.0 cm apart. A point M is located 2.0 cm from q1 and 4.0 cm from q2. Calculate the resultant electric field strength at M. Give your answer rounded three decimal places.",4.725*10^7,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD349,"Two electric charges, q1 = 3.6 × 10^-6 C and q2 = -3.0 × 10^-6 C, are placed at two points equidistant from point M. Each point is 5.0 cm away from M, and the angle between the lines connecting these two points to M is 60°. Calculate the net electric field strength at M. Give your answer rounded one decimal places.",1.2*10^7,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD351,"Two electric charges q1 = 3.6 × 10^-6 C and q2 = 1.2 × 10^-6 C are placed at points A and B, separated by 7.5 cm. Point M lies on the line connecting A and B, at a distance of 3.3 cm from A. Calculate the net electric field strength at M. Give your answer rounded two decimal places.",2.36*10^7,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD352,"Two electric charges, q1 = 5.3 × 10^-6 C and q2 = 3.0 × 10^-6 C, are placed such that each is 5.0 cm from point M. The angle formed by the two charges at point M is 60°. Calculate the resultant electric field strength at M. Give your answer rounded two decimal places. Give your answer rounded two decimal places.",2.62 × 10^7,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD353,"Two electric charges, q1 = 5.3 × 10^-6 C and q2 = 3.0 × 10^-6 C, are placed at two points. Both points are 3.3 cm away from a central point M. The lines connecting these points to M form an angle of 60°. Calculate the resultant electric field strength at M. Give your answer rounded two decimal places.",6.02 × 10^7,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD354,"Two electric charges, q1 = 5.3 × 10^-6 C and q2 = 1.2 × 10^-6 C, are separated by 9.2 cm. Point M lies on the perpendicular bisector of the line connecting the charges, at a distance of 4.6 cm from its midpoint. Calculate the net electric field at point M. Give your answer rounded three decimal places.",1.155*10^7,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD355,"Two electric charges q1 = 4.2 × 10⁻⁶ C and q2 = -1.2 × 10⁻⁶ C are separated by 7.5 cm. Point M lies on the line connecting A and B, but outside the segment AB, and is 10.8 cm to the right of A. Calculate the resultant electric field strength at M. Give your answer rounded two decimal places.",6.68 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD356,Two charges q1 = 3.6 × 10^-6 C and q2 = 3.0 × 10^-6 C are placed 9.2 cm apart. A point M is 3.3 cm from q1 and 5.9 cm from q2. Calculate the net electric field strength at M. Give your answer rounded two decimal places.,2.2*10^7,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD357,"Two electric charges q1 = 3.6 × 10^-6 C and q2 = -3.0 × 10^-6 C are placed at points A and B, respectively, separated by 9.2 cm. Point M lies on the line connecting A and B, and is 4.4 cm from A. Calculate the resultant electric field strength at M. Give your answer rounded two decimal places.",2.85*10^7,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD358,"Two electric charges, q1 = -3.6 × 10^-6 C and q2 = 1.2 × 10^-6 C, are separated by 8.0 cm. Point M lies on the line connecting A and B, but outside the segment AB, and is 12.4 cm to the right of A. Calculate the net electric field strength at M. Give your answer rounded two decimal places.",3.47 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD359,"Two charges, q1 = -2.4 × 10^-6 C and q2 = -3.0 × 10^-6 C, are separated by 6.0 cm. M is the midpoint of the line segment connecting q1 and q2. Calculate the resultant electric field strength at point M. Give your answer rounded to the nearest interger.",6*10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD360,"Two electric charges, q1 = -5.3 × 10^-6 C and q2 = -1.2 × 10^-6 C, are placed 7.5 cm apart. A point M is 4.4 cm from q1 and 3.1 cm from q2. Calculate the resultant electric field strength at M. Give your answer rounded two decimal places.",1.34 × 10⁷,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD361,"Two charges, q1 = 4.98 × 10^-6 C and q2 = 4.74 × 10^-6 C, are located such that each is 4.56 cm away from point M. The electric fields they produce at M are at a 90° angle to each other. Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.",2.98*10^7,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD362,"Two electric charges, q1 = 1.68 × 10^-6 C and q2 = 4.59 × 10^-6 C, are each located 2.80 cm from point M. The electric fields they produce at M are perpendicular to each other (or form a 90° angle). Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.",56.11 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD363,"Two electric charges, q1 = 4.25 × 10^-6 C and q2 = 4.43 × 10^-6 C, are both 5.51 cm away from point M. The electric fields they produce at M form an angle of 60° with each other. Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.",22.29 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD364,"Two charges, q1 = 1.34 × 10^-6 C and q2 = 1.02 × 10^-6 C, are each located 4.55 cm from point M. The electric fields produced by these charges at point M are perpendicular to each other (form a 90° angle). Calculate the magnitude of the net electric field at M. Give your answer rounded two decimal places.",7.32 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD365,"Two electric charges, q1 = 2.49 × 10⁻⁶ C and q2 = 1.63 × 10⁻⁶ C, are each 2.16 cm from point M. The electric fields they produce at M are at a 90° angle to each other. Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.",57.41 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD366,"Two charges, q1 = 3.90 × 10^-6 C and q2 = 2.21 × 10^-6 C, are both located 5.47 cm away from point M. The electric fields they produce at M are perpendicular to each other. Calculate the magnitude of the resultant electric field at M. GIve your answer rounded two decimal places.",13.48 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD367,"Two electric charges, q1 = 4.10 × 10^-6 C and q2 = 3.68 × 10^-6 C, are located 3.47 cm from point M. The electric fields they produce at M form an angle of 60° with each other. Calculate the magnitude of the total electric field at M. Give your answer rounded two decimal places.",50.39 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD368,"Two electric charges, q1 = 4.59 × 10^-6 C and q2 = 2.85 × 10^-6 C, are each located 5.60 cm from point M. The electric fields they produce at M are perpendicular to each other (form a 90° angle). Calculate the magnitude of the total electric field at M. Give your answer rounded two decimal places.",15.51 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD369,"Two point charges, q1 = 3.91 × 10^-6 C and q2 = 3.90 × 10^-6 C, are each located 4.52 cm from point M. The electric fields they produce at M form an angle of 60° with each other. Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.",29.80 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD370,"Two charges, q1 = 3.96 × 10⁻⁶ C and q2 = 4.13 × 10⁻⁶ C, are each located 5.58 cm from point M. The electric fields they produce at M are perpendicular to each other. Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.",16.54 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD371,"Two electric charges, q1 = 2.82 × 10^-6 C and q2 = 1.27 × 10^-6 C, are each located 4.99 cm from point M. The electric fields they produce at M form a 90° angle with each other. Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.",11.18 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD372,Two electric charges q1 = 3.79 × 10^-6 C and q2 = 4.96 × 10^-6 C are each located 2.32 cm from point M. The electric fields they produce at M form a 60° angle with each other. Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.,127.09 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD373,"Two electric charges, q1 = 2.66 × 10^-6 C and q2 = 1.01 × 10^-6 C, are each located 3.62 cm from point M. The electric fields they produce at M are perpendicular to each other (form a 90° angle). Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.",19.54 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD374,"Two electric charges, q1 = 4.10 × 10^-6 C and q2 = 1.19 × 10^-6 C, are each located 4.14 cm away from point M. The electric fields produced by these charges at point M make an angle of 60° with each other. Calculate the magnitude of the resultant electric field at M. Give your answer rounded to two decimal places.",25.24 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD375,"Two charges, q1 = 3.13 × 10^-6 C and q2 = 4.76 × 10^-6 C, are each located 2.74 cm from point M. The electric fields they produce at point M form an angle of 60° with each other. Calculate the magnitude of the resultant electric field at M. Give your answer rounded to two decimal places.",82.49 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD376,"Two electric charges, q1 = 2.16 × 10^-6 C and q2 = 2.03 × 10^-6 C, are placed at the ends of a 9.29 cm long line segment. Calculate the electric field strength at the midpoint of that segment. Give your answer rounded to two decimal places.",0.54 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD377,"Three charges, q1 = q2 = 3.32 × 10^-6 C and q3 = 3.64 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 7.83 cm. Calculate the resultant electric field at the position of q3. give your answer rounded to two decimal places.",8.44 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD378,"Two electric charges, q1 = 3.06 × 10^-6 C and q2 = 4.37 × 10^-6 C, are placed at the two ends of a straight line segment 7.28 cm long. Calculate the electric field strength at the midpoint of that segment (on the line connecting them). Give your answer rounded to two decimal places.",8.90 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD379,"Two point charges q1 = 2.60 × 10^-6 C and q2 = 3.39 × 10^-6 C are placed 5.86 cm apart. Calculate the magnitude of the electric field at a point on the perpendicular bisector, 2.93 cm from each charge. Give your answer rounded to two decimal places.",8.28*10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD380,Three electric charges q1 = q2 = 4.59 × 10⁻⁶ C and q3 = 2.55 × 10⁻⁶ C are placed at the three vertices of an equilateral triangle with side length 5.1 cm. Calculate the net electric field strength at the position of q3. Give your answer rounded to two decimal places.,27.51 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD381,"Two electric charges, q1 = 1.48 × 10^-6 C and q2 = 2.27 × 10^-6 C, are placed at the two ends of a straight line segment 6.44 cm long. Calculate the electric field strength at the midpoint of that segment (on the connecting line). Give your answer rounded to two decimal places.",6.86 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD382,"Two point charges, q1 = 2.24 × 10^-6 C and q2 = 1.24 × 10^-6 C, are placed at the two ends of a straight line segment 8.25 cm long. Calculate the electric field strength at the midpoint of the line segment. Give your answer rounded to two decimal places.",5.29 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD383,"Two electric charges, q1 = 2.38 × 10^-6 C and q2 = 3.22 × 10^-6 C, are placed at the two ends of a straight line segment 7.65 cm long. Calculate the electric field strength at the midpoint of that segment (on the line connecting them). Give your answer rounded to three decimal places.",5.162 × 10⁶,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD384,"Two charges, q1 = 1.50 × 10^-6 C and q2 = 2.19 × 10^-6 C, are placed 6.99 cm apart. Calculate the electric field strength at a point on the perpendicular bisector that is 3.5 cm away from each charge. Give your answer rounded to two decimal places.",5.27*10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD385,Three charges q1 = q2 = 2.15 × 10^-6 C and q3 = 4.76 × 10^-6 C are placed at the three vertices of an equilateral triangle with a side length of 9.78 cm. Calculate the net electric field strength at the position of q3. Give your answer rounded to two decimal places.,3.50 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD386,"Two electric charges, q1 = 3.05 × 10^-6 C and q2 = 2.20 × 10^-6 C, are placed at the two ends of a straight line segment 5.23 cm long. Calculate the electric field strength at the midpoint of that line segment (on the connecting line). Give your answer rounded to two decimal places.",11.19 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD387,"Two electric charges, q1 = 2.96 × 10^-6 C and q2 = 3.84 × 10^-6 C, are placed at two points 5.9 cm apart. Calculate the electric field strength at a point on the perpendicular bisector, equidistant from both charges at 2.95 cm. Give your answer rounded to one decimal places.",9.1*10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD388,"Two charges, q1 = 3.75 × 10^-6 C and q2 = 3.14 × 10^-6 C, are placed 6.62 cm apart. Calculate the electric field strength at a point on the perpendicular bisector, where the point is 3.31 cm from each of the two charges. Give your answer rounded to two decimal places.",5.02*10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD389,"Two charges, q1 = 3.29 × 10^-6 C and q2 = 3.13 × 10^-6 C, are placed at two points separated by 5.47 cm. Calculate the electric field strength at a point on the perpendicular bisector, which is 2.73 cm away from each of the two charges. Give your answer rounded to two decimal places.",1.94*10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD390,"Three electric charges, q1 = q2 = 1.53 × 10^-6 C and q3 = 3.53 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 6.07 cm. Calculate the resultant electric field strength acting on q3. Give your answer rounded to two decimal places.",6.48 × 10⁶,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD391,"Two charges q1 = 1.41 × 10^-6 C and q2 = 3.48 × 10^-6 C are placed at two points separated by 5.08 cm. Calculate the electric field strength at a point on the perpendicular bisector, equidistant from both charges by 2.54 cm. Give your answer rounded to two decimal places.",2.89*10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD392,"Three charges, q1 = q2 = 4.71 × 10^-6 C and q3 = 3.38 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 9.3 cm. Calculate the net electric field strength acting on q3. Give your answer rounded to two decimal places.",8.48 × 10⁶,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD393,"Two charges, q1 = 4.09 × 10^-6 C and q2 = 4.00 × 10^-6 C, are placed at the ends of a 7.58 cm long line segment. Calculate the electric field strength at the midpoint of the segment. Give your answer rounded to two decimal places.",0.56 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD394,"Three electric charges, q1 = q2 = 3.98 × 10^-6 C and q3 = 1.15 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 6.65 cm. Calculate the net electric field acting on q3. Give your answer rounded to two decimal places.",14.03 × 10⁶,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD395,Three charges q1 = q2 = 2.68 × 10^-6 C and q3 = 1.20 × 10^-6 C are placed at the three vertices of an equilateral triangle with side length 6.46 cm. Calculate the net electric field at the position of q3. Give your answer rounded to two decimal places.,7.42*10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD396,"Three point charges, q1 = q2 = 3.85 × 10^-6 C and q3 = 3.54 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 9.61 cm. Calculate the net electric field strength at the position of q3. Give your answer rounded to two decimal places.",6.49 × 10⁶,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD397,"Two charges q1 = 3.15 × 10^-6 C and q2 = 3.75 × 10^-6 C are placed 8.28 cm apart. Calculate the electric field strength at a point on the perpendicular bisector, which is 4.14 cm from each charge.",3.15*10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD398,"Two electric charges, q1 = 4.64 × 10^-6 C and q2 = 2.36 × 10^-6 C, are placed at the ends of a straight line segment of length 8.48 cm. Calculate the electric field strength at the midpoint of that line segment (on the connecting line). Give your answer rounded to two decimal places.",11.41 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD399,"Two electric charges, q1 = 1.92 × 10^-6 C and q2 = 3.33 × 10^-6 C, are placed at the two ends of a straight line segment 5.3 cm long. Calculate the electric field strength at the midpoint of that segment (on the connecting line). Give your answer rounded to two decimal places.",18.07 × 10^6,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
LD400,"Two point charges q1 = 4.78 × 10^-6 C and q2 = 1.15 × 10^-6 C are placed at two points separated by 8.06 cm. Calculate the electric field strength at a point on the perpendicular bisector, such that the point is 4.03 cm away from each charge. Give your answer rounded to two decimal places.",2.01*10^7,V/m,electrostatics_candidate,Coulomb/electric-force geometry wording
TD101,"A parallel-plate capacitor has circular plates with a radius of 10 cm. The plate separation is 1 cm, and the potential difference across the plates is 108 V. Air is between the plates. Find the charge of the capacitor.",3,nC,equations_seed_from_old_code,exact old equation example: parallel_plate_charge_from_voltage
TD162,An air parallel-plate capacitor has a plate area of 29.8 cm² and a plate separation of 0.88 mm. Calculate the capacitance of the capacitor. Give your answer rounded to two decimal places.,29.97,pF,equations_candidate,scalar formula wording
TD163,A parallel-plate capacitor has a capacitance of 29.97 pF and is charged to a voltage of 135.5 V. Calculate the charge stored by the capacitor. Give your answer rounded to two decimal places.,4.06,nC,equations_candidate,scalar formula wording
TD164,An air-filled parallel-plate capacitor has a capacitance of 29.97 pF and is charged to a voltage of 135.5 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to two decimal places.,275.26,nJ,equations_candidate,scalar formula wording
TD165,An air parallel-plate capacitor has a plate area of 38.2 cm² and a plate separation of 1.22 mm. Calculate the capacitance of the capacitor. Give your answer rounded to two decimal places.,27.720,pF,equations_candidate,scalar formula wording
TD166,A parallel-plate capacitor has a capacitance of 27.62 pF and is charged to a voltage of 108.8 V. Calculate the charge on the capacitor. Give your answer rounded to three decimal places.,3.005,nC,equations_candidate,scalar formula wording
TD167,A parallel-plate air capacitor has a capacitance of 27.62 pF and is charged to a potential difference of 108.8 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to onedecimal places.,163.4,nJ,equations_candidate,scalar formula wording
TD168,An air parallel-plate capacitor has a plate area of 20.3 cm² and a plate separation of 0.61 mm. Calculate its capacitance. Give your answer rounded to two decimal places.,29.42,pF,equations_seed_from_old_code,exact old equation example: parallel_plate_capacitance
TD169,A parallel-plate capacitor with a capacitance of 29.42 pF is charged to a voltage of 96.3 V. Calculate the charge stored by the capacitor. Give your answer rounded to two decimal places.,2.83,nC,equations_candidate,scalar formula wording
TD170,An air-filled capacitor has a capacitance of 29.42 pF and is charged to a potential difference of 96.3 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to one decimal places.,136.4,nJ,equations_candidate,scalar formula wording
